node_id,zone_id,x_coord,y_coord,geometry
122,122,23.422,17.217,POINT (23.422 17.217)
123,123,23.2549,16.7547,POINT (23.2549 16.7547)
124,124,19.472,17.4015,POINT (19.472 17.4015)
125,125,20.2692,17.596,POINT (20.2692 17.596)
126,126,20.3531,17.893,POINT (20.3531 17.893)
127,127,20.263,17.0269,POINT (20.263 17.0269)
128,128,21.2621,16.2849,POINT (21.2621 16.2849)
129,129,21.2833,16.0028,POINT (21.2833 16.0028)
130,130,21.013,16.7124,POINT (21.013 16.7124)
131,131,21.5063,16.6826,POINT (21.5063 16.6826)
132,132,21.3814,16.9573,POINT (21.3814 16.9573)
133,133,21.0726,17.5991,POINT (21.0726 17.5991)
134,134,20.8781,17.7508,POINT (20.8781 17.7508)
135,135,21.1043,17.2965,POINT (21.1043 17.2965)
136,136,21.6666,17.5532,POINT (21.6666 17.5532)
137,137,21.9413,17.5308,POINT (21.9413 17.5308)
138,138,21.6281,17.1542,POINT (21.6281 17.1542)
139,139,21.9394,17.1219,POINT (21.9394 17.1219)
140,140,17.1375,21.8928,POINT (17.1375 21.8928)
141,141,17.9881,21.1571,POINT (17.9881 21.1571)
142,142,17.985,20.6283,POINT (17.985 20.6283)
143,143,18.6573,21.0179,POINT (18.6573 21.0179)
144,144,16.8429,19.7025,POINT (16.8429 19.7025)
145,145,16.6863,20.2903,POINT (16.6863 20.2903)
146,146,17.7489,20.1132,POINT (17.7489 20.1132)
147,147,17.6544,19.6031,POINT (17.6544 19.6031)
148,148,17.4593,19.2023,POINT (17.4593 19.2023)
149,149,18.9314,19.8355,POINT (18.9314 19.8355)
150,150,19.0743,21.0906,POINT (19.0743 21.0906)
151,151,18.3609,19.2936,POINT (18.3609 19.2936)
152,152,18.1174,19.1246,POINT (18.1174 19.1246)
153,153,18.607,19.3601,POINT (18.607 19.3601)
154,154,18.5026,19.8827,POINT (18.5026 19.8827)
155,155,18.6946,18.9363,POINT (18.6946 18.9363)
156,156,19.6522,18.5915,POINT (19.6522 18.5915)
157,157,19.7447,18.3603,POINT (19.7447 18.3603)
158,158,19.9299,18.2851,POINT (19.9299 18.2851)
159,159,18.817,18.6201,POINT (18.817 18.6201)
160,160,18.7692,18.1211,POINT (18.7692 18.1211)
161,161,18.2162,18.4945,POINT (18.2162 18.4945)
162,162,17.5662,18.7754,POINT (17.5662 18.7754)
163,163,17.7085,18.2037,POINT (17.7085 18.2037)
164,164,17.4047,17.6109,POINT (17.4047 17.6109)
165,165,17.2686,16.933,POINT (17.2686 16.933)
166,166,18.5629,17.0554,POINT (18.5629 17.0554)
167,167,18.1832,17.1014,POINT (18.1832 17.1014)
168,168,17.9061,16.8305,POINT (17.9061 16.8305)
169,169,19.1377,17.8402,POINT (19.1377 17.8402)
170,170,18.4871,18.0807,POINT (18.4871 18.0807)
171,171,18.0844,17.7588,POINT (18.0844 17.7588)
172,172,18.4355,17.6588,POINT (18.4355 17.6588)
173,173,19.6341,19.2607,POINT (19.6341 19.2607)
174,174,19.7367,20.0039,POINT (19.7367 20.0039)
175,175,20.1505,19.4073,POINT (20.1505 19.4073)
176,176,21.3392,19.1544,POINT (21.3392 19.1544)
177,177,21.0353,19.5633,POINT (21.0353 19.5633)
178,178,20.7166,20.0386,POINT (20.7166 20.0386)
179,179,21.6089,18.7251,POINT (21.6089 18.7251)
180,180,20.6109,18.9991,POINT (20.6109 18.9991)
181,181,16.495,19.5819,POINT (16.495 19.5819)
182,182,16.5242,19.229,POINT (16.5242 19.229)
183,183,16.2054,18.6629,POINT (16.2054 18.6629)
184,184,16.7242,18.7201,POINT (16.7242 18.7201)
185,185,16.9709,17.8893,POINT (16.9709 17.8893)
186,186,16.3881,17.8986,POINT (16.3881 17.8986)
187,187,17.1132,15.2814,POINT (17.1132 15.2814)
188,188,16.5583,14.6383,POINT (16.5583 14.6383)
189,189,15.1994,13.9871,POINT (15.1994 13.9871)
190,190,16.3794,13.2533,POINT (16.3794 13.2533)
191,191,22.3446,16.3023,POINT (22.3446 16.3023)
192,192,22.6068,16.28,POINT (22.6068 16.28)
193,193,22.8908,16.2725,POINT (22.8908 16.2725)
194,194,23.3475,15.8139,POINT (23.3475 15.8139)
195,195,23.5699,15.612,POINT (23.5699 15.612)
196,196,22.8373,15.8711,POINT (22.8373 15.8711)
197,197,23.0983,16.0115,POINT (23.0983 16.0115)
198,198,23.0473,16.2315,POINT (23.0473 16.2315)
199,199,23.299,16.4279,POINT (23.299 16.4279)
200,200,23.7221,16.3937,POINT (23.7221 16.3937)
201,201,24.0751,16.4229,POINT (24.0751 16.4229)
202,202,23.3742,16.2066,POINT (23.3742 16.2066)
203,203,23.6979,16.1209,POINT (23.6979 16.1209)
204,204,23.7377,15.7481,POINT (23.7377 15.7481)
205,205,24.1441,16.3359,POINT (24.1441 16.3359)
206,206,24.1111,16.0066,POINT (24.1111 16.0066)
207,207,24.1086,15.7263,POINT (24.1086 15.7263)
208,208,23.2518,15.456,POINT (23.2518 15.456)
209,209,23.3493,15.1534,POINT (23.3493 15.1534)
210,210,23.9862,15.1323,POINT (23.9862 15.1323)
211,211,24.0061,15.4591,POINT (24.0061 15.4591)
212,212,23.8415,15.1957,POINT (23.8415 15.1957)
213,213,22.9206,14.6079,POINT (22.9206 14.6079)
214,214,23.3854,14.7259,POINT (23.3854 14.7259)
215,215,23.3798,14.3922,POINT (23.3798 14.3922)
216,216,23.386,14.9658,POINT (23.386 14.9658)
217,217,22.5732,15.6953,POINT (22.5732 15.6953)
218,218,22.9231,15.2124,POINT (22.9231 15.2124)
219,219,22.7478,14.9055,POINT (22.7478 14.9055)
220,220,22.2874,15.1223,POINT (22.2874 15.1223)
221,221,22.4204,14.9571,POINT (22.4204 14.9571)
222,222,21.9593,14.5513,POINT (21.9593 14.5513)
223,223,22.4446,14.565,POINT (22.4446 14.565)
224,224,20.9154,14.7943,POINT (20.9154 14.7943)
225,225,19.5372,15.5213,POINT (19.5372 15.5213)
226,226,22.1519,15.845,POINT (22.1519 15.845)
227,227,21.6039,15.7282,POINT (21.6039 15.7282)
228,228,21.7406,14.9937,POINT (21.7406 14.9937)
229,229,21.8002,15.8121,POINT (21.8002 15.8121)
230,230,20.8278,11.7278,POINT (20.8278 11.7278)
231,231,20.1785,11.5426,POINT (20.1785 11.5426)
232,232,20.3903,11.2742,POINT (20.3903 11.2742)
233,233,21.2584,11.6893,POINT (21.2584 11.6893)
234,234,21.7077,12.0403,POINT (21.7077 12.0403)
235,235,21.4492,11.3376,POINT (21.4492 11.3376)
236,236,21.2795,10.4919,POINT (21.2795 10.4919)
237,237,20.8626,10.4447,POINT (20.8626 10.4447)
238,238,19.9566,13.2818,POINT (19.9566 13.2818)
239,239,20.8638,12.9084,POINT (20.8638 12.9084)
240,240,20.4593,12.6456,POINT (20.4593 12.6456)
241,241,21.2416,12.5915,POINT (21.2416 12.5915)
242,242,21.4106,12.2181,POINT (21.4106 12.2181)
243,243,19.8597,12.3734,POINT (19.8597 12.3734)
244,244,19.7715,11.944,POINT (19.7715 11.944)
245,245,20.5289,12.0795,POINT (20.5289 12.0795)
246,246,21.2261,13.8181,POINT (21.2261 13.8181)
247,247,22.6397,14.2164,POINT (22.6397 14.2164)
248,248,22.339,13.6472,POINT (22.339 13.6472)
249,249,21.9904,13.9138,POINT (21.9904 13.9138)
250,250,21.6026,13.3663,POINT (21.6026 13.3663)
251,251,22.7,13.5938,POINT (22.7 13.5938)
252,252,22.0594,13.0874,POINT (22.0594 13.0874)
253,253,21.5753,12.7742,POINT (21.5753 12.7742)
254,254,22.2253,12.8096,POINT (22.2253 12.8096)
255,255,18.5759,12.9333,POINT (18.5759 12.9333)
256,256,18.4107,11.5743,POINT (18.4107 11.5743)
257,257,18.095,10.8063,POINT (18.095 10.8063)
258,258,18.653,10.9995,POINT (18.653 10.9995)
259,259,18.653,10.9995,POINT (18.653 10.9995)
260,260,18.8891,12.1174,POINT (18.8891 12.1174)
261,261,19.3937,11.1636,POINT (19.3937 11.1636)
262,262,15.5648,11.1381,POINT (15.5648 11.1381)
263,263,17.2052,11.2636,POINT (17.2052 11.2636)
264,264,16.0706,10.3353,POINT (16.0706 10.3353)
265,265,17.1132,10.3794,POINT (17.1132 10.3794)
266,266,16.5099,9.50141,POINT (16.5099 9.50141)
267,267,25.275,15.8531,POINT (25.275 15.8531)
268,268,24.9152,15.6636,POINT (24.9152 15.6636)
269,269,24.9643,15.4399,POINT (24.9643 15.4399)
270,270,24.5424,15.3498,POINT (24.5424 15.3498)
271,271,24.5647,15.6132,POINT (24.5647 15.6132)
272,272,24.6691,15.1571,POINT (24.6691 15.1571)
273,273,24.5883,16.3291,POINT (24.5883 16.3291)
274,274,24.5883,16.1091,POINT (24.5883 16.1091)
275,275,24.4951,15.8282,POINT (24.4951 15.8282)
276,276,24.9568,16.1687,POINT (24.9568 16.1687)
277,277,24.9139,15.9544,POINT (24.9139 15.9544)
278,278,25.265,16.3502,POINT (25.265 16.3502)
279,279,24.7847,16.5229,POINT (24.7847 16.5229)
280,280,24.5666,16.6677,POINT (24.5666 16.6677)
281,281,25.5434,16.2663,POINT (25.5434 16.2663)
282,282,25.5695,15.9022,POINT (25.5695 15.9022)
283,283,25.3831,15.4187,POINT (25.3831 15.4187)
284,284,25.4775,14.0561,POINT (25.4775 14.0561)
285,285,25.1656,15.1646,POINT (25.1656 15.1646)
286,286,25.7099,15.282,POINT (25.7099 15.282)
287,287,25.0426,14.7955,POINT (25.0426 14.7955)
288,288,25.1625,14.0865,POINT (25.1625 14.0865)
289,289,24.4802,14.5202,POINT (24.4802 14.5202)
290,290,24.643,14.798,POINT (24.643 14.798)
291,291,24.7163,13.9504,POINT (24.7163 13.9504)
292,292,24.6374,14.2885,POINT (24.6374 14.2885)
293,293,24.1329,14.7967,POINT (24.1329 14.7967)
294,294,24.0366,14.5886,POINT (24.0366 14.5886)
295,295,24.0024,14.2282,POINT (24.0024 14.2282)
296,296,23.7482,14.4985,POINT (23.7482 14.4985)
297,297,24.2429,14.4544,POINT (24.2429 14.4544)
298,298,23.345,14.0182,POINT (23.345 14.0182)
299,299,23.2574,13.641,POINT (23.2574 13.641)
300,300,23.7737,13.846,POINT (23.7737 13.846)
301,301,23.862,14.0822,POINT (23.862 14.0822)
302,302,23.5718,13.5093,POINT (23.5718 13.5093)
303,303,24.3727,14.012,POINT (24.3727 14.012)
304,304,24.4274,13.7833,POINT (24.4274 13.7833)
305,305,24.0825,13.8554,POINT (24.0825 13.8554)
306,306,23.8961,13.0718,POINT (23.8961 13.0718)
307,307,23.7768,13.2663,POINT (23.7768 13.2663)
308,308,24.4454,13.0985,POINT (24.4454 13.0985)
309,309,24.1223,12.8512,POINT (24.1223 12.8512)
310,310,24.5337,13.4962,POINT (24.5337 13.4962)
311,311,25.1836,12.9774,POINT (25.1836 12.9774)
312,312,25.0283,13.1271,POINT (25.0283 13.1271)
313,313,24.6679,12.9277,POINT (24.6679 12.9277)
314,314,23.7893,12.223,POINT (23.7893 12.223)
315,315,23.4724,11.4034,POINT (23.4724 11.4034)
316,316,23.9179,11.7104,POINT (23.9179 11.7104)
317,317,23.5904,10.1675,POINT (23.5904 10.1675)
318,318,23.1896,10.9107,POINT (23.1896 10.9107)
319,319,23.0629,10.3943,POINT (23.0629 10.3943)
320,320,23.9067,11.3152,POINT (23.9067 11.3152)
321,321,23.8265,10.8156,POINT (23.8265 10.8156)
322,322,24.0353,10.3906,POINT (24.0353 10.3906)
323,323,24.4405,10.6584,POINT (24.4405 10.6584)
324,324,22.3961,10.4931,POINT (22.3961 10.4931)
325,325,21.9158,10.293,POINT (21.9158 10.293)
326,326,23.0492,13.2023,POINT (23.0492 13.2023)
327,327,22.4664,12.6667,POINT (22.4664 12.6667)
328,328,22.0898,10.9212,POINT (22.0898 10.9212)
329,329,22.2762,11.7147,POINT (22.2762 11.7147)
330,330,22.4539,12.2783,POINT (22.4539 12.2783)
331,331,22.9461,11.9745,POINT (22.9461 11.9745)
332,332,22.8025,11.3245,POINT (22.8025 11.3245)
333,333,23.1555,12.681,POINT (23.1555 12.681)
334,334,23.5264,12.5238,POINT (23.5264 12.5238)
335,335,23.2872,12.0621,POINT (23.2872 12.0621)
336,336,24.5697,12.4455,POINT (24.5697 12.4455)
337,337,24.2242,12.2765,POINT (24.2242 12.2765)
338,338,25.0668,12.2995,POINT (25.0668 12.2995)
339,339,25.4943,12.3137,POINT (25.4943 12.3137)
340,340,24.7474,12.0888,POINT (24.7474 12.0888)
341,341,24.4193,11.9111,POINT (24.4193 11.9111)
342,342,25.0817,11.414,POINT (25.0817 11.414)
343,343,24.6294,11.4451,POINT (24.6294 11.4451)
344,344,24.7766,10.9088,POINT (24.7766 10.9088)
345,345,25.3147,11.4823,POINT (25.3147 11.4823)
346,346,25.5925,11.5973,POINT (25.5925 11.5973)
347,347,26.212,15.3411,POINT (26.212 15.3411)
348,348,26.2499,14.8837,POINT (26.2499 14.8837)
349,349,25.9069,14.9074,POINT (25.9069 14.9074)
350,350,25.9187,15.2746,POINT (25.9187 15.2746)
351,351,26.0187,14.2412,POINT (26.0187 14.2412)
352,352,26.0038,13.8659,POINT (26.0038 13.8659)
353,353,26.2486,14.1946,POINT (26.2486 14.1946)
354,354,26.852,13.9535,POINT (26.852 13.9535)
355,355,26.4786,13.6248,POINT (26.4786 13.6248)
356,356,25.9585,13.4838,POINT (25.9585 13.4838)
357,357,25.6397,13.1172,POINT (25.6397 13.1172)
358,358,27.0664,14.8583,POINT (27.0664 14.8583)
359,359,26.801,14.2823,POINT (26.801 14.2823)
360,360,27.7636,13.989,POINT (27.7636 13.989)
361,361,27.4616,13.4912,POINT (27.4616 13.4912)
362,362,27.5858,13.8678,POINT (27.5858 13.8678)
363,363,26.55,13.5037,POINT (26.55 13.5037)
364,364,27.305,13.0103,POINT (27.305 13.0103)
365,365,26.4953,13.0209,POINT (26.4953 13.0209)
366,366,25.8889,12.9805,POINT (25.8889 12.9805)
367,367,27.2248,12.5567,POINT (27.2248 12.5567)
368,368,26.5861,12.5697,POINT (26.5861 12.5697)
369,369,25.9889,12.6393,POINT (25.9889 12.6393)
370,370,26.6115,12.2205,POINT (26.6115 12.2205)
371,371,27.0421,11.849,POINT (27.0421 11.849)
372,372,27.2099,12.2106,POINT (27.2099 12.2106)
373,373,26.8315,11.409,POINT (26.8315 11.409)
374,374,25.8764,12.3311,POINT (25.8764 12.3311)
375,375,26.1666,11.7638,POINT (26.1666 11.7638)
376,376,26.2151,11.1226,POINT (26.2151 11.1226)
377,377,26.578,10.7802,POINT (26.578 10.7802)
378,378,26.3561,10.0507,POINT (26.3561 10.0507)
379,379,25.7876,11.2276,POINT (25.7876 11.2276)
380,380,25.8031,10.7156,POINT (25.8031 10.7156)
381,381,25.1606,10.1383,POINT (25.1606 10.1383)
382,382,24.9438,10.2999,POINT (24.9438 10.2999)
383,383,25.1084,10.6982,POINT (25.1084 10.6982)
384,384,25.3042,9.89598,POINT (25.3042 9.89598)
385,385,25.8994,9.66856,POINT (25.8994 9.66856)
386,386,27.0353,10.4434,POINT (27.0353 10.4434)
387,387,26.8483,9.66794,POINT (26.8483 9.66794)
388,388,27.2795,9.68161,POINT (27.2795 9.68161)
389,389,27.7263,10.0849,POINT (27.7263 10.0849)
390,390,27.8207,9.50638,POINT (27.8207 9.50638)
391,391,26.9906,9.14847,POINT (26.9906 9.14847)
392,392,26.7451,8.82598,POINT (26.7451 8.82598)
393,393,27.5405,8.84648,POINT (27.5405 8.84648)
394,394,27.963,8.98008,POINT (27.963 8.98008)
395,395,27.6784,8.36927,POINT (27.6784 8.36927)
396,396,28.0593,16.1215,POINT (28.0593 16.1215)
397,397,28.0954,15.8096,POINT (28.0954 15.8096)
398,398,28.4496,15.7456,POINT (28.4496 15.7456)
399,399,28.7491,15.5828,POINT (28.7491 15.5828)
400,400,29.0896,14.8322,POINT (29.0896 14.8322)
401,401,28.979,15.3112,POINT (28.979 15.3112)
402,402,29.4276,15.0546,POINT (29.4276 15.0546)
403,403,29.102,14.3438,POINT (29.102 14.3438)
404,404,29.7153,14.1598,POINT (29.7153 14.1598)
405,405,29.7563,14.9676,POINT (29.7563 14.9676)
406,406,29.8781,14.3481,POINT (29.8781 14.3481)
407,407,30.1068,14.135,POINT (30.1068 14.135)
408,408,28.247,15.1261,POINT (28.247 15.1261)
409,409,28.3998,15.3659,POINT (28.3998 15.3659)
410,410,28.1737,15.5387,POINT (28.1737 15.5387)
411,411,28.4974,15.1081,POINT (28.4974 15.1081)
412,412,28.6136,14.2437,POINT (28.6136 14.2437)
413,413,28.3893,14.6495,POINT (28.3893 14.6495)
414,414,28.6596,14.7197,POINT (28.6596 14.7197)
415,415,27.5753,15.4983,POINT (27.5753 15.4983)
416,416,27.9978,15.4983,POINT (27.9978 15.4983)
417,417,27.9624,15.1547,POINT (27.9624 15.1547)
418,418,28.0022,14.7974,POINT (28.0022 14.7974)
419,419,28.0954,14.4531,POINT (28.0954 14.4531)
420,420,28.1898,14.1282,POINT (28.1898 14.1282)
421,421,28.2122,13.7982,POINT (28.2122 13.7982)
422,422,28.2401,13.1843,POINT (28.2401 13.1843)
423,423,29.0579,13.9654,POINT (29.0579 13.9654)
424,424,29.2244,13.5173,POINT (29.2244 13.5173)
425,425,28.6142,13.8815,POINT (28.6142 13.8815)
426,426,28.7354,13.5149,POINT (28.7354 13.5149)
427,427,27.9817,12.3647,POINT (27.9817 12.3647)
428,428,28.6689,12.5393,POINT (28.6689 12.5393)
429,429,28.6987,12.9935,POINT (28.6987 12.9935)
430,430,29.1324,12.479,POINT (29.1324 12.479)
431,431,29.2263,12.9687,POINT (29.2263 12.9687)
432,432,29.8048,12.8494,POINT (29.8048 12.8494)
433,433,28.8715,11.9863,POINT (28.8715 11.9863)
434,434,28.1258,11.9297,POINT (28.1258 11.9297)
435,435,27.5622,11.2705,POINT (27.5622 11.2705)
436,436,27.8568,10.9629,POINT (27.8568 10.9629)
437,437,27.4976,10.7783,POINT (27.4976 10.7783)
438,438,28.5235,10.7268,POINT (28.5235 10.7268)
439,439,28.4986,11.2326,POINT (28.4986 11.2326)
440,440,29.1995,11.2288,POINT (29.1995 11.2288)
441,441,29.719,12.3815,POINT (29.719 12.3815)
442,442,29.3878,11.9565,POINT (29.3878 11.9565)
443,443,30.0906,11.9683,POINT (30.0906 11.9683)
444,444,29.8911,11.7359,POINT (29.8911 11.7359)
445,445,29.5382,11.4973,POINT (29.5382 11.4973)
446,446,30.6411,12.1503,POINT (30.6411 12.1503)
447,447,30.5237,11.642,POINT (30.5237 11.642)
448,448,30.2534,11.2425,POINT (30.2534 11.2425)
449,449,30.1614,10.8672,POINT (30.1614 10.8672)
450,450,31.503,11.5289,POINT (31.503 11.5289)
451,451,30.8077,11.1462,POINT (30.8077 11.1462)
452,452,30.5113,10.4658,POINT (30.5113 10.4658)
453,453,31.3601,10.764,POINT (31.3601 10.764)
454,454,31.6788,10.2241,POINT (31.6788 10.2241)
455,455,30.8723,10.0364,POINT (30.8723 10.0364)
456,456,31.8174,10.7578,POINT (31.8174 10.7578)
457,457,24.9723,22.2824,POINT (24.9723 22.2824)
458,458,24.1478,21.1689,POINT (24.1478 21.1689)
459,459,24.8145,21.6157,POINT (24.8145 21.6157)
460,460,24.6356,21.1211,POINT (24.6356 21.1211)
461,461,25.5148,21.6629,POINT (25.5148 21.6629)
462,462,25.3098,21.3479,POINT (25.3098 21.3479)
463,463,25.7932,20.9546,POINT (25.7932 20.9546)
464,464,25.3452,20.8961,POINT (25.3452 20.8961)
465,465,26.0125,21.4007,POINT (26.0125 21.4007)
466,466,23.9844,21.6275,POINT (23.9844 21.6275)
467,467,23.2282,21.5256,POINT (23.2282 21.5256)
468,468,23.2014,21.1758,POINT (23.2014 21.1758)
469,469,23.6718,21.013,POINT (23.6718 21.013)
470,470,22.0768,20.5873,POINT (22.0768 20.5873)
471,471,21.5293,20.0374,POINT (21.5293 20.0374)
472,472,21.932,22.155,POINT (21.932 22.155)
473,473,22.5565,21.8599,POINT (22.5565 21.8599)
474,474,20.5743,22.1811,POINT (20.5743 22.1811)
475,475,21.5442,23.0038,POINT (21.5442 23.0038)
476,476,21.9084,22.5763,POINT (21.9084 22.5763)
477,477,22.4328,23.3965,POINT (22.4328 23.3965)
478,478,22.4769,22.7714,POINT (22.4769 22.7714)
479,479,22.2495,21.7456,POINT (22.2495 21.7456)
480,480,21.8816,21.4672,POINT (21.8816 21.4672)
481,481,20.729,20.857,POINT (20.729 20.857)
482,482,19.6627,21.502,POINT (19.6627 21.502)
483,483,19.5689,22.0308,POINT (19.5689 22.0308)
484,484,19.1799,24.548,POINT (19.1799 24.548)
485,485,19.3073,23.5755,POINT (19.3073 23.5755)
486,486,20.4606,24.5306,POINT (20.4606 24.5306)
487,487,20.1903,24.3106,POINT (20.1903 24.3106)
