from_node_id,to_node_id,time,inflow,outflow,cinflow,coutflow,volume
1,3,38,0.0,0.0,7727.425,7557.5347,169.89014
1,3,39,0.0,0.0,7727.425,7557.5347,169.89014
1,3,40,0.0,0.0,7727.425,7557.5347,169.89014
1,3,41,0.0,0.0,7727.425,7557.5347,169.89014
1,3,42,0.0,0.0,7727.425,7557.5347,169.89014
1,3,43,0.0,0.0,7727.425,7557.5347,169.89014
1,3,44,0.0,0.0,7727.425,7557.5347,169.89014
1,3,45,0.0,0.0,7727.425,7557.5347,169.89014
1,3,46,0.0,0.0,7727.425,7557.5347,169.89014
1,3,47,0.0,0.0,7727.425,7557.5347,169.89014
1,3,48,0.0,0.0,7727.425,7557.5347,169.89014
2,1,0,0.0,0.0,0.0,0.0,0.0
2,1,1,1349.2727,0.0,1349.2727,0.0,1349.2727
2,1,2,0.0,0.0,1349.2727,0.0,1349.2727
2,1,3,0.0,0.0,1349.2727,0.0,1349.2727
2,1,4,0.0,0.0,1349.2727,0.0,1349.2727
2,1,5,0.0,0.0,1349.2727,0.0,1349.2727
2,1,6,578.1204,0.0,1927.3931,0.0,1927.3931
2,1,7,7.951936e-14,1349.2727,1927.3931,1349.2727,578.12036
2,1,8,930.93616,0.0,2858.329,1349.2727,1509.0564
2,1,9,0.0,0.0,2858.329,1349.2727,1509.0564
2,1,10,0.0,0.0,2858.329,1349.2727,1509.0564
2,1,11,606.89716,0.0,3465.2263,1349.2727,2115.9536
2,1,12,0.0,320.97797,3465.2263,1670.2507,1794.9756
2,1,13,540.67773,0.0,4005.904,1670.2507,2335.6533
2,1,14,0.0,896.32544,4005.904,2566.5762,1439.3279
2,1,15,60.37622,0.0,4066.2803,2566.5762,1499.7041
2,1,16,45.36686,0.0,4111.647,2566.5762,1545.0708
2,1,17,238.85843,530.6557,4350.5054,3097.232,1253.2734
2,1,18,0.0,0.0,4350.5054,3097.232,1253.2734
2,1,19,0.0,577.11066,4350.5054,3674.3425,676.16284
2,1,20,0.0,13.44067,4350.5054,3687.7832,662.72217
2,1,21,0.0,0.0,4350.5054,3687.7832,662.72217
2,1,22,0.0,20.796963,4350.5054,3708.58,641.9253
2,1,23,0.0,304.50858,4350.5054,4013.0886,337.41675
2,1,24,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,25,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,26,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,27,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,28,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,29,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,30,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,31,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,32,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,33,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,34,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,35,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,36,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,37,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,38,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,39,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,40,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,41,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,42,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,43,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,44,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,45,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,46,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,47,0.0,0.0,4350.5054,4013.0886,337.41675
2,1,48,0.0,0.0,4350.5054,4013.0886,337.41675
2,6,0,0.0,0.0,0.0,0.0,0.0
2,6,1,2650.7273,0.0,2650.7273,0.0,2650.7273
2,6,2,0.0,0.0,2650.7273,0.0,2650.7273
2,6,3,0.0,0.0,2650.7273,0.0,2650.7273
2,6,4,0.0,0.0,2650.7273,0.0,2650.7273
2,6,5,0.0,0.0,2650.7273,0.0,2650.7273
2,6,6,0.0,2650.7273,2650.7273,2650.7273,0.0
2,6,7,2500.0,0.0,5150.7275,2650.7273,2500.0002
2,6,8,0.0,0.0,5150.7275,2650.7273,2500.0002
2,6,9,0.0,0.0,5150.7275,2650.7273,2500.0002
2,6,10,0.0,0.0,5150.7275,2650.7273,2500.0002
2,6,11,183.53072,0.0,5334.2583,2650.7273,2683.531
2,6,12,0.0,2523.9321,5334.2583,5174.659,159.59912
2,6,13,0.0,0.0,5334.2583,5174.659,159.59912
2,6,14,0.0,0.0,5334.2583,5174.659,159.59912
2,6,15,616.0693,0.0,5950.3276,5174.659,775.66846
2,6,16,0.0,213.30951,5950.3276,5387.9688,562.3589
2,6,17,0.0,0.0,5950.3276,5387.9688,562.3589
2,6,18,100.90877,0.0,6051.2363,5387.9688,663.2676
2,6,19,0.0,0.0,6051.2363,5387.9688,663.2676
2,6,20,0.0,617.037,6051.2363,6005.006,46.23047
2,6,21,0.0,0.0,6051.2363,6005.006,46.23047
2,6,22,0.0,0.0,6051.2363,6005.006,46.23047
2,6,23,0.0,95.140015,6051.2363,6100.146,-48.909668
2,6,24,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,25,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,26,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,27,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,28,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,29,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,30,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,31,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,32,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,33,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,34,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,35,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,36,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,37,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,38,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,39,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,40,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,41,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,42,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,43,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,44,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,45,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,46,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,47,0.0,0.0,6051.2363,6100.146,-48.909668
2,6,48,0.0,0.0,6051.2363,6100.146,-48.909668
3,1,0,0.0,0.0,0.0,0.0,0.0
3,1,1,383.53073,0.0,383.53073,0.0,383.53073
3,1,2,0.0,0.0,383.53073,0.0,383.53073
3,1,3,0.0,0.0,383.53073,0.0,383.53073
3,1,4,0.0,0.0,383.53073,0.0,383.53073
3,1,5,1585.8805,383.53073,1969.4113,383.53073,1585.8805
3,1,6,0.0,0.0,1969.4113,383.53073,1585.8805
3,1,7,207.78394,0.0,2177.1953,383.53073,1793.6646
3,1,8,796.48425,0.0,2973.6797,383.53073,2590.149
3,1,9,44.651127,1585.8805,3018.3308,1969.4113,1048.9196
3,1,10,2.0916447e-13,0.0,3018.3308,1969.4113,1048.9196
3,1,11,700.0,207.78394,3718.3308,2177.1953,1541.1355
3,1,12,648.97797,807.1655,4367.3086,2984.3608,1382.9478
3,1,13,0.0,0.0,4367.3086,2984.3608,1382.9478
3,1,14,298.88104,0.0,4666.1895,2984.3608,1681.8286
3,1,15,1625.3218,589.0293,6291.511,3573.3901,2718.121
3,1,16,325.10028,665.8356,6616.6113,4239.2256,2377.3857
3,1,17,326.0974,0.0,6942.709,4239.2256,2703.4834
3,1,18,90.25967,279.9742,7032.9688,4519.1997,2513.769
3,1,19,0.0,1543.0148,7032.9688,6062.2144,970.7544
3,1,20,0.0,318.19302,7032.9688,6380.407,652.5615
3,1,21,550.1239,268.48392,7583.093,6648.891,934.20166
3,1,22,0.0,116.12309,7583.093,6765.014,818.0786
3,1,23,328.5603,0.0,7911.6533,6765.014,1146.6392
3,1,24,409.80777,0.0,8321.461,6765.014,1556.4468
3,1,25,0.0,493.44495,8321.461,7258.459,1063.002
3,1,26,0.0,0.0,8321.461,7258.459,1063.002
3,1,27,0.0,320.51367,8321.461,7578.9727,742.4883
3,1,28,0.0,340.12222,8321.461,7919.0947,402.3662
3,1,29,0.0,0.0,8321.461,7919.0947,402.3662
3,1,30,0.0,0.0,8321.461,7919.0947,402.3662
3,1,31,0.0,0.0,8321.461,7919.0947,402.3662
3,1,32,0.0,0.0,8321.461,7919.0947,402.3662
3,1,33,0.0,0.0,8321.461,7919.0947,402.3662
3,1,34,0.0,0.0,8321.461,7919.0947,402.3662
3,1,35,0.0,0.0,8321.461,7919.0947,402.3662
3,1,36,0.0,0.0,8321.461,7919.0947,402.3662
3,1,37,0.0,0.0,8321.461,7919.0947,402.3662
3,1,38,0.0,0.0,8321.461,7919.0947,402.3662
3,1,39,0.0,0.0,8321.461,7919.0947,402.3662
3,1,40,0.0,0.0,8321.461,7919.0947,402.3662
3,1,41,0.0,0.0,8321.461,7919.0947,402.3662
3,1,42,0.0,0.0,8321.461,7919.0947,402.3662
3,1,43,0.0,0.0,8321.461,7919.0947,402.3662
3,1,44,0.0,0.0,8321.461,7919.0947,402.3662
3,1,45,0.0,0.0,8321.461,7919.0947,402.3662
3,1,46,0.0,0.0,8321.461,7919.0947,402.3662
3,1,47,0.0,0.0,8321.461,7919.0947,402.3662
3,1,48,0.0,0.0,8321.461,7919.0947,402.3662
3,4,0,0.0,0.0,0.0,0.0,0.0
3,4,1,1916.4692,0.0,1916.4692,0.0,1916.4692
3,4,2,0.0,0.0,1916.4692,0.0,1916.4692
3,4,3,0.0,0.0,1916.4692,0.0,1916.4692
3,4,4,0.0,0.0,1916.4692,0.0,1916.4692
3,4,5,8092.799,1916.4692,10009.268,1916.4692,8092.7983
3,4,6,0.0,0.0,10009.268,1916.4692,8092.7983
3,4,7,0.0,0.0,10009.268,1916.4692,8092.7983
3,4,8,2418.5398,0.0,12427.808,1916.4692,10511.338
3,4,9,135.58401,8092.799,12563.392,10009.268,2554.124
3,4,10,0.0,0.0,12563.392,10009.268,2554.124
3,4,11,749.27264,0.0,13312.664,10009.268,3303.3965
3,4,12,498.32825,2411.5818,13810.992,12420.85,1390.1426
3,4,13,0.0,60.3526,13810.992,12481.202,1329.79
3,4,14,0.0,0.0,13810.992,12481.202,1329.79
3,4,15,225.59497,546.5539,14036.587,13027.756,1008.83105
3,4,16,0.0,520.1654,14036.587,13547.921,488.66602
3,4,17,0.0,0.0,14036.587,13547.921,488.66602
3,4,18,0.0,0.0,14036.587,13547.921,488.66602
3,4,19,0.0,195.46918,14036.587,13743.39,293.19727
3,4,20,0.0,0.0,14036.587,13743.39,293.19727
3,4,21,0.0,0.0,14036.587,13743.39,293.19727
3,4,22,0.0,0.0,14036.587,13743.39,293.19727
3,4,23,0.0,0.0,14036.587,13743.39,293.19727
3,4,24,0.0,0.0,14036.587,13743.39,293.19727
3,4,25,0.0,0.0,14036.587,13743.39,293.19727
3,4,26,0.0,0.0,14036.587,13743.39,293.19727
3,4,27,0.0,0.0,14036.587,13743.39,293.19727
3,4,28,0.0,0.0,14036.587,13743.39,293.19727
3,4,29,0.0,0.0,14036.587,13743.39,293.19727
3,4,30,0.0,0.0,14036.587,13743.39,293.19727
3,4,31,0.0,0.0,14036.587,13743.39,293.19727
3,4,32,0.0,0.0,14036.587,13743.39,293.19727
3,4,33,0.0,0.0,14036.587,13743.39,293.19727
3,4,34,0.0,0.0,14036.587,13743.39,293.19727
3,4,35,0.0,0.0,14036.587,13743.39,293.19727
3,4,36,0.0,0.0,14036.587,13743.39,293.19727
3,4,37,0.0,0.0,14036.587,13743.39,293.19727
3,4,38,0.0,0.0,14036.587,13743.39,293.19727
3,4,39,0.0,0.0,14036.587,13743.39,293.19727
3,4,40,0.0,0.0,14036.587,13743.39,293.19727
3,4,41,0.0,0.0,14036.587,13743.39,293.19727
3,4,42,0.0,0.0,14036.587,13743.39,293.19727
3,4,43,0.0,0.0,14036.587,13743.39,293.19727
3,4,44,0.0,0.0,14036.587,13743.39,293.19727
3,4,45,0.0,0.0,14036.587,13743.39,293.19727
3,4,46,0.0,0.0,14036.587,13743.39,293.19727
3,4,47,0.0,0.0,14036.587,13743.39,293.19727
3,4,48,0.0,0.0,14036.587,13743.39,293.19727
3,12,0,0.0,0.0,0.0,0.0,0.0
3,12,1,500.0,0.0,500.0,0.0,500.0
3,12,2,0.0,0.0,500.0,0.0,500.0
3,12,3,0.0,0.0,500.0,0.0,500.0
3,12,4,0.0,0.0,500.0,0.0,500.0
3,12,5,3200.0,500.0,3700.0,500.0,3200.0
3,12,6,0.0,0.0,3700.0,500.0,3200.0
3,12,7,400.0,0.0,4100.0,500.0,3600.0
3,12,8,1.1142653e-13,0.0,4100.0,500.0,3600.0
3,12,9,0.0,3200.0,4100.0,3700.0,400.0
3,12,10,1.1142653e-13,0.0,4100.0,3700.0,400.0
3,12,11,772.90546,400.0,4872.9053,4100.0,772.9053
3,12,12,1381.3578,0.0,6254.263,4100.0,2154.2632
3,12,13,998.5682,0.0,7252.8315,4100.0,3152.8315
3,12,14,0.0,0.0,7252.8315,4100.0,3152.8315
3,12,15,452.78275,762.6937,7705.6143,4862.694,2842.9204
3,12,16,653.2851,1330.7096,8358.899,6193.4033,2165.496
3,12,17,0.0,1037.5148,8358.899,7230.918,1127.9814
3,12,18,435.55722,0.0,8794.457,7230.918,1563.5391
3,12,19,46.264618,321.76782,8840.722,7552.6855,1288.0361
3,12,20,0.0,539.2678,8840.722,8091.953,748.76855
3,12,21,98.86681,0.0,8939.589,8091.953,847.63574
3,12,22,174.56726,434.22537,9114.156,8526.179,587.97754
3,12,23,160.94174,79.50961,9275.098,8605.688,669.4092
3,12,24,63.07894,0.0,9338.177,8605.688,732.4883
3,12,25,201.76636,137.73811,9539.943,8743.427,796.5166
3,12,26,0.0,222.90614,9539.943,8966.333,573.61035
3,12,27,148.69827,178.87057,9688.642,9145.203,543.4385
3,12,28,0.0,64.572136,9688.642,9209.775,478.8662
3,12,29,0.0,273.99747,9688.642,9483.772,204.86914
3,12,30,0.0,0.0,9688.642,9483.772,204.86914
3,12,31,0.0,191.24078,9688.642,9675.014,13.62793
3,12,32,0.0,0.0,9688.642,9675.014,13.62793
3,12,33,0.0,0.0,9688.642,9675.014,13.62793
3,12,34,0.0,0.0,9688.642,9675.014,13.62793
3,12,35,0.0,0.0,9688.642,9675.014,13.62793
3,12,36,0.0,0.0,9688.642,9675.014,13.62793
3,12,37,0.0,0.0,9688.642,9675.014,13.62793
3,12,38,0.0,0.0,9688.642,9675.014,13.62793
3,12,39,0.0,0.0,9688.642,9675.014,13.62793
3,12,40,0.0,0.0,9688.642,9675.014,13.62793
3,12,41,0.0,0.0,9688.642,9675.014,13.62793
3,12,42,0.0,0.0,9688.642,9675.014,13.62793
3,12,43,0.0,0.0,9688.642,9675.014,13.62793
3,12,44,0.0,0.0,9688.642,9675.014,13.62793
3,12,45,0.0,0.0,9688.642,9675.014,13.62793
3,12,46,0.0,0.0,9688.642,9675.014,13.62793
3,12,47,0.0,0.0,9688.642,9675.014,13.62793
3,12,48,0.0,0.0,9688.642,9675.014,13.62793
4,3,0,0.0,0.0,0.0,0.0,0.0
4,3,1,2500.0,0.0,2500.0,0.0,2500.0
4,3,2,0.0,0.0,2500.0,0.0,2500.0
4,3,3,707.78394,0.0,3207.784,0.0,3207.784
4,3,4,0.0,0.0,3207.784,0.0,3207.784
4,3,5,0.0,2500.0,3207.784,2500.0,707.78394
4,3,6,2.3391144e-13,0.0,3207.784,2500.0,707.78394
4,3,7,1521.8796,707.78394,4729.6636,3207.784,1521.8796
4,3,8,2015.5679,4.5474735e-13,6745.2314,3207.784,3537.4475
4,3,9,986.9802,0.0,7732.212,3207.784,4524.4277
4,3,10,0.0,4.5474735e-13,7732.212,3207.784,4524.4277
4,3,11,2164.642,1521.8796,9896.854,4729.6636,5167.19
4,3,12,1161.0881,2010.1344,11057.941,6739.798,4318.1436
4,3,13,0.0,1009.06055,11057.941,7748.8584,3309.083
4,3,14,334.3971,0.0,11392.339,7748.8584,3643.4805
4,3,15,145.1075,2145.855,11537.446,9894.713,1642.7334
4,3,16,0.0,1005.68195,11537.446,10900.395,637.05176
4,3,17,687.7767,0.0,12225.223,10900.395,1324.8281
4,3,18,286.1412,392.84875,12511.364,11293.243,1218.1211
4,3,19,469.57343,185.74731,12980.9375,11478.99,1501.9473
4,3,20,485.30295,0.0,13466.24,11478.99,1987.25
4,3,21,247.57376,714.0249,13713.814,12193.016,1520.7988
4,3,22,0.0,272.15027,13713.814,12465.166,1248.6484
4,3,23,201.2171,522.2623,13915.031,12987.429,927.60254
4,3,24,0.0,592.33716,13915.031,13579.766,335.26562
4,3,25,0.0,272.70364,13915.031,13852.47,62.561523
4,3,26,0.0,0.0,13915.031,13852.47,62.561523
4,3,27,0.0,194.4995,13915.031,14046.969,-131.9375
4,3,28,0.0,0.0,13915.031,14046.969,-131.9375
4,3,29,0.0,0.0,13915.031,14046.969,-131.9375
4,3,30,0.0,42.562588,13915.031,14089.531,-174.5
4,3,31,0.0,0.0,13915.031,14089.531,-174.5
4,3,32,0.0,0.0,13915.031,14089.531,-174.5
4,3,33,0.0,0.0,13915.031,14089.531,-174.5
4,3,34,0.0,0.0,13915.031,14089.531,-174.5
4,3,35,0.0,0.0,13915.031,14089.531,-174.5
4,3,36,0.0,0.0,13915.031,14089.531,-174.5
4,3,37,0.0,0.0,13915.031,14089.531,-174.5
4,3,38,0.0,0.0,13915.031,14089.531,-174.5
4,3,39,0.0,0.0,13915.031,14089.531,-174.5
4,3,40,0.0,0.0,13915.031,14089.531,-174.5
4,3,41,0.0,0.0,13915.031,14089.531,-174.5
4,3,42,0.0,0.0,13915.031,14089.531,-174.5
4,3,43,0.0,0.0,13915.031,14089.531,-174.5
4,3,44,0.0,0.0,13915.031,14089.531,-174.5
4,3,45,0.0,0.0,13915.031,14089.531,-174.5
4,3,46,0.0,0.0,13915.031,14089.531,-174.5
4,3,47,0.0,0.0,13915.031,14089.531,-174.5
4,3,48,0.0,0.0,13915.031,14089.531,-174.5
4,5,0,0.0,0.0,0.0,0.0,0.0
4,5,1,6700.0,0.0,6700.0,0.0,6700.0
4,5,2,0.0,0.0,6700.0,0.0,6700.0
4,5,3,0.0,6700.0,6700.0,6700.0,0.0
4,5,4,0.0,0.0,6700.0,6700.0,0.0
4,5,5,1316.4692,0.0,8016.469,6700.0,1316.4692
4,5,6,0.0,0.0,8016.469,6700.0,1316.4692
4,5,7,900.0,1316.4692,8916.469,8016.469,899.9995
4,5,8,0.0,0.0,8916.469,8016.469,899.9995
4,5,9,6192.799,900.0,15109.268,8916.469,6192.799
4,5,10,0.0,0.0,15109.268,8916.469,6192.799
4,5,11,200.0,6192.799,15309.268,15109.268,200.0
4,5,12,1756.1854,0.0,17065.453,15109.268,1956.1855
4,5,13,31.980667,68.22487,17097.434,15177.492,1919.9414
4,5,14,0.0,1880.1069,17097.434,17057.6,39.833984
4,5,15,242.07657,0.0,17339.51,17057.6,281.91016
4,5,16,251.22766,0.0,17590.738,17057.6,533.1387
4,5,17,0.0,139.70474,17590.738,17197.305,393.4336
4,5,18,0.0,284.6912,17590.738,17481.996,108.74219
4,5,19,0.0,0.0,17590.738,17481.996,108.74219
4,5,20,0.0,0.0,17590.738,17481.996,108.74219
4,5,21,0.0,0.0,17590.738,17481.996,108.74219
4,5,22,0.0,0.0,17590.738,17481.996,108.74219
4,5,23,0.0,0.0,17590.738,17481.996,108.74219
4,5,24,0.0,0.0,17590.738,17481.996,108.74219
4,5,25,0.0,0.0,17590.738,17481.996,108.74219
4,5,26,0.0,0.0,17590.738,17481.996,108.74219
4,5,27,0.0,0.0,17590.738,17481.996,108.74219
4,5,28,0.0,0.0,17590.738,17481.996,108.74219
4,5,29,0.0,0.0,17590.738,17481.996,108.74219
4,5,30,0.0,0.0,17590.738,17481.996,108.74219
4,5,31,0.0,0.0,17590.738,17481.996,108.74219
4,5,32,0.0,0.0,17590.738,17481.996,108.74219
4,5,33,0.0,0.0,17590.738,17481.996,108.74219
4,5,34,0.0,0.0,17590.738,17481.996,108.74219
4,5,35,0.0,0.0,17590.738,17481.996,108.74219
4,5,36,0.0,0.0,17590.738,17481.996,108.74219
4,5,37,0.0,0.0,17590.738,17481.996,108.74219
4,5,38,0.0,0.0,17590.738,17481.996,108.74219
4,5,39,0.0,0.0,17590.738,17481.996,108.74219
4,5,40,0.0,0.0,17590.738,17481.996,108.74219
4,5,41,0.0,0.0,17590.738,17481.996,108.74219
4,5,42,0.0,0.0,17590.738,17481.996,108.74219
4,5,43,0.0,0.0,17590.738,17481.996,108.74219
4,5,44,0.0,0.0,17590.738,17481.996,108.74219
4,5,45,0.0,0.0,17590.738,17481.996,108.74219
4,5,46,0.0,0.0,17590.738,17481.996,108.74219
4,5,47,0.0,0.0,17590.738,17481.996,108.74219
4,5,48,0.0,0.0,17590.738,17481.996,108.74219
4,11,0,0.0,0.0,0.0,0.0,0.0
4,11,1,2400.0,0.0,2400.0,0.0,2400.0
4,11,2,0.0,0.0,2400.0,0.0,2400.0
4,11,3,700.0,0.0,3100.0,0.0,3100.0
4,11,4,0.0,0.0,3100.0,0.0,3100.0
4,11,5,400.0,0.0,3500.0,0.0,3500.0
4,11,6,2.6892575e-13,0.0,3500.0,0.0,3500.0
4,11,7,600.0,2400.0,4100.0,2400.0,1700.0
4,11,8,0.0,0.0,4100.0,2400.0,1700.0
4,11,9,800.0,700.0,4900.0,3100.0,1800.0
4,11,10,0.0,0.0,4900.0,3100.0,1800.0
4,11,11,0.0,400.0,4900.0,3500.0,1400.0
4,11,12,0.0,0.0,4900.0,3500.0,1400.0
4,11,13,0.0,511.75787,4900.0,4011.7578,888.2422
4,11,14,0.0,0.0,4900.0,4011.7578,888.2422
4,11,15,287.25806,908.2834,5187.258,4920.041,267.2168
4,11,16,0.0,0.0,5187.258,4920.041,267.2168
4,11,17,0.0,0.0,5187.258,4920.041,267.2168
4,11,18,0.0,0.0,5187.258,4920.041,267.2168
